Attrition,BusinessTravel,Department,Education,EducationField,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,4,Healthcare Representative,4,12169,No,3,3,18,11
No,Travel_Rarely,Research & Development,3,Medical,2,5,Research Director,3,19626,No,3,4,20,4
No,Travel_Rarely,Research & Development,1,Technical Degree,2,1,Research Scientist,2,2070,Yes,3,4,2,2
No,Non-Travel,Research & Development,3,Life Sciences,3,2,Laboratory Technician,2,6782,No,3,2,5,0
No,Non-Travel,Research & Development,4,Life Sciences,3,2,Manufacturing Director,4,7779,No,4,3,11,0
No,Travel_Frequently,Sales,3,Life Sciences,4,1,Sales Representative,4,2791,No,3,3,2,2
No,Travel_Rarely,Research & Development,1,Life Sciences,2,1,Research Scientist,2,3201,No,3,1,5,0
No,Travel_Frequently,Sales,2,Marketing,3,2,Sales Executive,4,4968,No,3,3,5,0
No,Travel_Rarely,Sales,4,Technical Degree,2,4,Sales Executive,2,13120,No,3,3,9,2
No,Travel_Frequently,Research & Development,2,Life Sciences,3,2,Manufacturing Director,3,4033,No,3,2,3,0
No,Travel_Frequently,Research & Development,3,Life Sciences,3,1,Research Scientist,2,3291,No,3,2,7,1
No,Travel_Rarely,Research & Development,3,Medical,1,2,Laboratory Technician,4,4272,No,3,3,1,0
No,Travel_Rarely,Research & Development,1,Medical,2,2,Manufacturing Director,4,5056,Yes,3,2,10,1
No,Travel_Rarely,Human Resources,3,Human Resources,4,1,Human Resources,3,2844,No,3,4,7,5
No,Travel_Frequently,Research & Development,3,Life Sciences,2,1,Research Scientist,3,2703,Yes,3,3,3,0
Yes,Non-Travel,Research & Development,1,Medical,3,1,Laboratory Technician,3,1904,No,3,3,0,0
Yes,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,1,8224,Yes,3,3,5,0
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,4,4766,Yes,3,3,1,0
Yes,Travel_Frequently,Research & Development,3,Medical,3,1,Laboratory Technician,3,2610,No,3,2,2,2
No,Travel_Rarely,Research & Development,2,Medical,2,2,Healthcare Representative,4,5731,No,3,3,6,1
No,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Research Scientist,3,2539,No,3,3,4,2
No,Travel_Rarely,Sales,1,Life Sciences,3,2,Sales Executive,3,5714,No,4,2,6,1
No,Travel_Rarely,Human Resources,4,Technical Degree,3,1,Human Resources,3,4323,No,3,1,5,1
Yes,Travel_Rarely,Sales,1,Life Sciences,2,3,Sales Executive,1,7336,No,3,1,11,3
No,Travel_Frequently,Research & Development,4,Medical,3,3,Research Director,3,13499,No,3,2,18,2
Yes,Travel_Frequently,Sales,3,Life Sciences,3,4,Sales Executive,1,13758,Yes,3,2,21,13
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,1,5155,No,3,4,6,1
No,Travel_Rarely,Research & Development,4,Medical,2,1,Laboratory Technician,3,2258,No,3,3,8,1
No,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,2,3597,No,4,3,4,1
Yes,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Laboratory Technician,4,2515,Yes,3,2,1,0
No,Travel_Rarely,Research & Development,4,Medical,4,1,Laboratory Technician,4,4420,No,4,3,8,0
No,Travel_Rarely,Sales,3,Marketing,2,2,Sales Executive,3,6578,No,3,3,10,1
No,Travel_Frequently,Research & Development,2,Medical,2,2,Research Scientist,4,4422,Yes,3,1,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,3,Manufacturing Director,2,10274,No,3,4,7,6
No,Travel_Frequently,Research & Development,3,Medical,2,2,Healthcare Representative,1,5343,No,4,3,13,4
No,Travel_Frequently,Research & Development,4,Other,2,1,Laboratory Technician,4,2376,No,3,4,2,2
Yes,Travel_Rarely,Sales,3,Marketing,1,2,Sales Executive,3,5346,No,3,2,4,1
No,Non-Travel,Sales,1,Life Sciences,3,1,Sales Representative,1,2827,No,3,3,1,0
No,Travel_Rarely,Research & Development,4,Technical Degree,3,5,Manager,1,19943,No,3,3,5,4
No,Travel_Rarely,Research & Development,1,Medical,3,1,Laboratory Technician,4,3131,No,3,3,10,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,1,2552,No,4,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,3,4477,Yes,3,2,3,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,2,Manufacturing Director,4,6474,No,3,2,14,3
No,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Laboratory Technician,3,3033,No,3,2,2,1
Yes,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Research Scientist,3,2936,Yes,3,3,6,0
No,Travel_Rarely,Research & Development,2,Medical,3,5,Manager,3,18606,No,3,3,7,4
No,Travel_Rarely,Research & Development,1,Life Sciences,1,1,Research Scientist,4,2168,Yes,3,2,5,1
Yes,Travel_Frequently,Research & Development,4,Life Sciences,2,1,Research Scientist,4,2853,Yes,3,3,0,0
No,Travel_Rarely,Sales,3,Marketing,3,4,Manager,1,17048,No,4,3,26,15
No,Non-Travel,Research & Development,3,Life Sciences,1,1,Research Scientist,3,2290,No,3,3,0,0
No,Travel_Rarely,Human Resources,3,Human Resources,3,1,Human Resources,3,3600,No,3,3,5,1
Yes,Non-Travel,Research & Development,2,Life Sciences,2,1,Research Scientist,1,2107,No,3,1,1,0
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,1,4115,No,3,3,4,0
No,Travel_Frequently,Sales,4,Medical,3,2,Sales Executive,2,4327,No,3,3,0,0
No,Travel_Frequently,Research & Development,3,Medical,3,4,Manager,1,17856,No,4,3,2,2
No,Travel_Rarely,Research & Development,4,Medical,2,1,Laboratory Technician,1,3196,No,3,3,6,3
No,Travel_Rarely,Research & Development,2,Life Sciences,3,5,Research Director,2,19081,No,3,3,4,0
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,1,8966,Yes,3,3,7,1
Yes,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Laboratory Technician,2,2210,No,3,1,1,0
No,Travel_Frequently,Sales,3,Medical,3,2,Sales Executive,3,4539,No,3,2,10,0
No,Travel_Rarely,Research & Development,4,Life Sciences,1,1,Laboratory Technician,3,2741,No,3,3,7,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Laboratory Technician,3,3491,No,3,2,10,8
No,Travel_Rarely,Research & Development,4,Other,3,2,Research Scientist,4,4541,No,4,3,20,13
No,Travel_Rarely,Sales,3,Marketing,4,1,Sales Representative,4,2678,No,3,3,2,2
No,Travel_Rarely,Research & Development,4,Technical Degree,3,2,Manufacturing Director,4,7379,No,3,2,6,1
No,Non-Travel,Human Resources,5,Medical,4,2,Human Resources,1,6272,No,3,4,4,0
No,Travel_Rarely,Sales,4,Marketing,4,2,Sales Executive,4,5220,Yes,3,3,11,1
No,Travel_Frequently,Research & Development,3,Other,2,1,Laboratory Technician,2,2743,No,4,3,2,2
No,Travel_Frequently,Research & Development,2,Life Sciences,3,2,Research Scientist,3,4998,Yes,3,3,8,0
No,Travel_Rarely,Research & Development,3,Technical Degree,1,3,Manufacturing Director,1,10252,Yes,4,3,7,7
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,4,2781,No,3,3,14,4
No,Travel_Rarely,Sales,3,Technical Degree,2,2,Sales Executive,2,6852,No,3,4,5,1
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,4,4950,No,3,3,4,1
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,2,3579,Yes,4,3,11,5
No,Travel_Frequently,Research & Development,5,Medical,3,3,Research Director,1,13191,Yes,3,3,1,0
No,Non-Travel,Sales,2,Marketing,2,3,Sales Executive,4,10377,Yes,3,2,13,4
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,1,2235,Yes,3,2,9,6
No,Travel_Frequently,Research & Development,4,Life Sciences,3,3,Manufacturing Director,3,10502,No,3,1,5,1
No,Travel_Rarely,Research & Development,1,Life Sciences,4,1,Research Scientist,4,2011,No,3,3,10,7
Yes,Non-Travel,Research & Development,3,Medical,2,1,Research Scientist,2,1859,Yes,4,4,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,4,3760,No,3,3,3,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,4,Research Director,4,17779,No,3,3,10,0
No,Travel_Rarely,Research & Development,2,Medical,3,2,Healthcare Representative,1,6833,Yes,3,2,6,0
No,Travel_Rarely,Research & Development,3,Medical,2,2,Healthcare Representative,1,6812,No,3,3,10,1
No,Travel_Rarely,Sales,3,Life Sciences,2,2,Sales Executive,4,5171,No,3,3,6,0
No,Travel_Rarely,Research & Development,3,Life Sciences,1,5,Research Director,4,19740,No,3,3,8,0
No,Travel_Rarely,Research & Development,2,Medical,2,5,Manager,3,18711,No,3,4,1,0
No,Travel_Frequently,Research & Development,3,Technical Degree,3,1,Research Scientist,2,3692,No,3,2,11,0
No,Travel_Rarely,Research & Development,2,Technical Degree,4,1,Laboratory Technician,2,2559,No,3,2,1,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,3,2517,No,3,3,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Healthcare Representative,4,6623,Yes,3,3,6,1
No,Travel_Rarely,Research & Development,3,Life Sciences,2,5,Research Director,4,18265,No,3,4,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,4,Research Director,4,16124,No,3,2,7,1
No,Travel_Rarely,Research & Development,3,Technical Degree,4,1,Research Scientist,3,2585,No,3,2,1,0
No,Travel_Rarely,Sales,3,Marketing,3,5,Manager,2,18213,No,3,3,22,3
No,Travel_Rarely,Sales,5,Marketing,4,3,Sales Executive,3,8380,Yes,3,3,9,0
No,Travel_Rarely,Research & Development,3,Life Sciences,4,1,Research Scientist,4,2994,Yes,3,3,1,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,3,1223,No,4,3,1,0
Yes,Travel_Frequently,Sales,1,Life Sciences,1,1,Sales Representative,4,1118,Yes,3,3,1,1
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,4,2875,Yes,4,2,8,2
Yes,Travel_Rarely,Sales,3,Marketing,1,5,Manager,2,18824,Yes,3,3,24,1
No,Non-Travel,Research & Development,1,Medical,2,4,Healthcare Representative,2,13577,Yes,3,3,33,15
Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,1,Laboratory Technician,3,2625,No,4,1,2,2
No,Travel_Rarely,Sales,2,Marketing,2,5,Manager,2,18789,No,3,3,11,0
No,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,1,4538,Yes,3,3,3,0
No,Travel_Frequently,Sales,3,Life Sciences,3,5,Manager,2,19847,Yes,4,2,29,11
No,Travel_Rarely,Research & Development,4,Medical,3,3,Manufacturing Director,4,10512,No,3,2,9,5
No,Travel_Frequently,Research & Development,3,Medical,3,2,Laboratory Technician,2,4444,No,3,4,11,5
No,Travel_Frequently,Research & Development,4,Medical,3,1,Laboratory Technician,3,2154,Yes,3,2,4,0
No,Travel_Rarely,Research & Development,2,Life Sciences,4,5,Manager,1,19190,No,3,2,25,14
No,Travel_Frequently,Human Resources,3,Life Sciences,2,2,Human Resources,2,4490,No,3,4,10,1
No,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Research Scientist,3,3506,Yes,3,3,3,2
No,Travel_Rarely,Research & Development,4,Medical,4,2,Research Scientist,2,2372,Yes,3,3,1,0
No,Travel_Rarely,Sales,4,Marketing,2,3,Sales Executive,4,10231,No,3,4,21,15
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Manufacturing Director,2,5410,Yes,3,3,16,5
Yes,Travel_Rarely,Research & Development,3,Medical,3,3,Healthcare Representative,4,7978,No,3,3,10,0
No,Travel_Frequently,Research & Development,3,Life Sciences,2,1,Laboratory Technician,4,3867,Yes,3,3,2,2
No,Travel_Frequently,Research & Development,2,Medical,2,1,Laboratory Technician,3,2838,No,3,2,7,7
No,Non-Travel,Research & Development,2,Medical,3,2,Manufacturing Director,3,4695,Yes,3,3,8,1
Yes,Travel_Rarely,Research & Development,3,Technical Degree,3,1,Laboratory Technician,3,3339,Yes,3,3,7,7
No,Travel_Rarely,Research & Development,3,Technical Degree,3,1,Research Scientist,1,2080,No,3,2,3,1
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,2,2096,No,3,2,2,2
No,Travel_Rarely,Sales,3,Medical,4,2,Sales Executive,4,6209,No,3,4,10,0
No,Travel_Frequently,Research & Development,3,Medical,3,5,Manager,2,18061,No,4,3,0,0
No,Travel_Rarely,Research & Development,4,Medical,2,4,Manager,2,17123,Yes,3,3,19,15
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Research Scientist,3,2372,No,3,3,2,2
Yes,Travel_Rarely,Research & Development,2,Life Sciences,3,2,Laboratory Technician,3,4883,No,3,3,10,1
Yes,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,1,3904,No,3,3,5,0
No,Travel_Rarely,Research & Development,3,Technical Degree,2,2,Laboratory Technician,4,4627,No,3,3,9,6
No,Travel_Rarely,Research & Development,4,Technical Degree,3,3,Healthcare Representative,3,7094,No,3,3,7,1
No,Travel_Rarely,Human Resources,2,Life Sciences,3,1,Human Resources,1,3423,No,3,4,7,5
No,Non-Travel,Research & Development,3,Life Sciences,1,2,Laboratory Technician,4,6674,No,3,3,9,7
No,Travel_Rarely,Research & Development,3,Life Sciences,3,4,Research Director,1,16880,Yes,3,3,3,1
Yes,Travel_Rarely,Sales,4,Marketing,2,3,Sales Executive,2,9094,Yes,3,3,5,1
Yes,Travel_Rarely,Sales,3,Life Sciences,3,3,Sales Executive,2,8446,Yes,3,2,8,7
No,Travel_Rarely,Research & Development,4,Medical,3,3,Manager,1,11916,Yes,4,3,9,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,2,Manufacturing Director,3,4534,No,3,3,8,1
No,Non-Travel,Sales,4,Life Sciences,3,3,Sales Executive,3,9852,Yes,3,2,10,9
No,Non-Travel,Sales,2,Medical,1,2,Sales Executive,2,6151,No,3,3,19,11
Yes,Travel_Frequently,Sales,3,Life Sciences,3,1,Sales Representative,2,2302,Yes,3,4,3,2
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,1,2362,No,3,4,3,1
No,Non-Travel,Research & Development,1,Life Sciences,3,4,Manager,3,17861,Yes,3,2,20,2
No,Travel_Rarely,Research & Development,2,Medical,1,5,Manager,3,19187,No,3,3,19,9
No,Travel_Rarely,Human Resources,4,Life Sciences,3,5,Manager,2,19717,No,3,3,7,7
No,Non-Travel,Research & Development,2,Life Sciences,3,1,Research Scientist,3,3544,No,3,3,4,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,3,Healthcare Representative,4,8500,No,3,2,9,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Research Scientist,4,4661,No,3,3,9,8
No,Travel_Frequently,Sales,3,Marketing,3,2,Sales Executive,1,4103,No,3,3,9,1
No,Travel_Frequently,Research & Development,4,Life Sciences,3,2,Research Scientist,3,4249,Yes,3,3,9,1
No,Travel_Rarely,Human Resources,3,Life Sciences,3,4,Manager,2,14026,Yes,3,3,33,0
No,Travel_Rarely,Sales,2,Life Sciences,3,2,Sales Executive,1,6893,No,3,3,7,1
No,Travel_Rarely,Sales,2,Medical,3,2,Sales Executive,1,6125,No,3,4,10,9
No,Travel_Rarely,Research & Development,1,Medical,3,1,Laboratory Technician,4,3669,No,3,2,3,1
Yes,Travel_Rarely,Research & Development,4,Medical,2,3,Manufacturing Director,1,10008,Yes,3,2,10,5
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,2,2387,No,4,3,4,0
No,Travel_Frequently,Sales,3,Marketing,4,2,Sales Executive,1,4639,No,3,2,15,6
No,Travel_Rarely,Research & Development,3,Life Sciences,3,3,Manufacturing Director,4,7898,No,3,3,10,0
No,Travel_Rarely,Sales,3,Medical,4,1,Sales Representative,4,2534,No,3,3,1,0
No,Travel_Rarely,Research & Development,2,Technical Degree,2,4,Manufacturing Director,2,13142,No,3,2,5,0
No,Non-Travel,Research & Development,3,Life Sciences,3,1,Laboratory Technician,4,1611,No,3,4,0,0
No,Travel_Rarely,Research & Development,3,Medical,2,2,Laboratory Technician,4,5363,No,3,3,9,0
No,Travel_Frequently,Sales,1,Life Sciences,1,2,Sales Executive,4,5071,No,4,3,6,0
Yes,Travel_Rarely,Sales,4,Marketing,4,4,Sales Executive,3,13695,Yes,3,2,19,3
No,Travel_Rarely,Research & Development,3,Life Sciences,3,4,Manufacturing Director,2,13402,Yes,3,3,19,15
No,Non-Travel,Research & Development,1,Technical Degree,2,1,Research Scientist,3,2029,No,4,3,5,0
No,Travel_Rarely,Research & Development,1,Medical,4,2,Healthcare Representative,3,6377,No,4,3,12,11
No,Travel_Rarely,Research & Development,3,Medical,3,2,Laboratory Technician,3,5429,No,3,3,8,7
Yes,Travel_Frequently,Sales,3,Life Sciences,2,1,Sales Representative,4,2785,No,3,4,1,0
Yes,Travel_Frequently,Sales,4,Marketing,3,2,Sales Executive,3,4614,Yes,3,2,4,3
No,Travel_Frequently,Research & Development,3,Life Sciences,4,1,Research Scientist,3,2610,No,3,3,4,0
No,Travel_Rarely,Research & Development,4,Technical Degree,3,2,Healthcare Representative,4,6687,No,3,4,14,4
No,Travel_Rarely,Sales,3,Life Sciences,2,2,Sales Executive,1,4724,No,3,3,5,0
Yes,Travel_Rarely,Research & Development,4,Medical,3,2,Manufacturing Director,3,6179,Yes,3,2,10,6
No,Travel_Rarely,Sales,4,Life Sciences,2,2,Sales Executive,4,6120,Yes,3,4,5,1
No,Travel_Frequently,Sales,3,Marketing,3,3,Sales Executive,2,10596,No,3,3,4,3
No,Travel_Frequently,Research & Development,3,Life Sciences,3,2,Research Scientist,4,5467,Yes,3,2,6,3
No,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Research Scientist,3,2996,Yes,3,3,6,1
No,Travel_Frequently,Sales,1,Life Sciences,3,2,Sales Executive,4,9998,No,3,4,5,1
No,Travel_Rarely,Sales,1,Marketing,3,2,Sales Executive,2,4078,Yes,3,2,3,1
No,Non-Travel,Research & Development,2,Life Sciences,3,3,Healthcare Representative,3,10920,No,4,3,6,0
No,Travel_Rarely,Sales,1,Life Sciences,4,2,Sales Executive,3,6232,No,3,2,3,1
No,Travel_Frequently,Research & Development,2,Medical,4,4,Manufacturing Director,3,13247,Yes,3,2,5,0
No,Travel_Rarely,Research & Development,3,Medical,2,2,Research Scientist,3,4081,Yes,3,1,20,1
No,Travel_Rarely,Sales,3,Marketing,2,2,Sales Executive,4,5769,Yes,3,3,6,4
Yes,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Research Scientist,3,2394,Yes,3,3,8,7
No,Travel_Rarely,Research & Development,1,Medical,2,1,Research Scientist,4,3904,No,3,3,4,1
No,Travel_Rarely,Human Resources,3,Human Resources,3,4,Manager,1,16799,No,3,3,20,0
No,Travel_Rarely,Research & Development,4,Other,3,1,Laboratory Technician,1,2950,No,3,1,5,0
No,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,3,3629,No,3,3,3,0
No,Travel_Frequently,Research & Development,2,Life Sciences,3,3,Manufacturing Director,4,9362,No,3,3,2,2
No,Travel_Rarely,Research & Development,3,Technical Degree,3,1,Laboratory Technician,4,3229,No,3,2,3,0
No,Travel_Rarely,Research & Development,3,Other,4,1,Laboratory Technician,1,3578,No,3,3,7,0
No,Travel_Rarely,Human Resources,3,Other,2,3,Human Resources,1,7988,No,3,2,10,0
Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,2,Laboratory Technician,1,4284,No,4,3,4,1
Yes,Travel_Frequently,Research & Development,1,Other,3,3,Healthcare Representative,4,7553,Yes,3,3,8,7
No,Travel_Rarely,Research & Development,3,Medical,3,4,Research Director,4,17328,No,3,2,20,12
No,Travel_Rarely,Research & Development,3,Medical,3,5,Research Director,1,19701,Yes,4,3,9,1
No,Travel_Rarely,Research & Development,4,Medical,4,4,Research Director,4,14732,No,3,4,7,0
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,2,9278,Yes,3,3,5,0
Yes,Travel_Frequently,Sales,4,Life Sciences,1,1,Sales Representative,3,1359,No,3,3,1,0
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,1,4779,No,3,3,3,0
No,Travel_Rarely,Research & Development,5,Life Sciences,3,4,Research Director,2,16422,No,3,4,3,1
No,Travel_Frequently,Research & Development,4,Other,3,1,Research Scientist,1,2996,No,3,3,4,1
Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Research Scientist,2,1261,No,3,4,1,0
No,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Laboratory Technician,1,2099,No,3,4,5,1
No,Travel_Rarely,Research & Development,4,Life Sciences,2,2,Laboratory Technician,4,5810,No,3,2,10,1
No,Travel_Rarely,Sales,4,Marketing,2,2,Sales Executive,1,5647,No,3,2,3,0
No,Travel_Rarely,Research & Development,3,Technical Degree,3,1,Research Scientist,4,3420,No,3,2,6,1
Yes,Travel_Rarely,Sales,2,Life Sciences,2,1,Sales Representative,1,4400,No,3,3,3,2
No,Non-Travel,Research & Development,2,Technical Degree,4,1,Laboratory Technician,3,3500,No,3,1,6,1
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,1,2066,No,4,4,3,1
No,Travel_Rarely,Research & Development,4,Medical,3,4,Research Director,3,17169,No,3,4,20,5
No,Travel_Rarely,Sales,1,Medical,3,2,Sales Executive,3,4162,Yes,3,3,5,0
No,Travel_Rarely,Sales,5,Marketing,3,2,Sales Executive,4,9204,No,3,2,4,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Laboratory Technician,2,3294,No,3,2,5,0
No,Travel_Rarely,Research & Development,5,Medical,4,1,Research Scientist,3,2127,Yes,3,2,4,0
No,Non-Travel,Research & Development,4,Other,3,2,Laboratory Technician,3,3975,No,3,4,8,0
No,Travel_Rarely,Sales,2,Life Sciences,3,3,Sales Executive,4,10793,No,3,3,13,9
Yes,Travel_Rarely,Sales,3,Marketing,3,3,Sales Executive,4,10096,No,3,4,7,4
Yes,Non-Travel,Research & Development,3,Life Sciences,2,1,Laboratory Technician,1,3646,Yes,4,4,1,0
Yes,Travel_Frequently,Research & Development,5,Life Sciences,4,3,Manufacturing Director,2,7446,No,3,3,10,4
No,Travel_Rarely,Research & Development,3,Medical,1,3,Healthcare Representative,1,10851,Yes,3,3,7,0
No,Travel_Rarely,Human Resources,2,Medical,4,1,Human Resources,2,2109,No,3,3,3,0
Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,1,Laboratory Technician,4,3722,Yes,3,1,2,2
No,Travel_Rarely,Research & Development,3,Technical Degree,3,3,Manufacturing Director,4,9380,Yes,3,4,3,1
No,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,1,5486,No,3,3,2,2
Yes,Travel_Rarely,Human Resources,4,Technical Degree,3,1,Human Resources,3,2742,No,3,3,2,2
No,Non-Travel,Research & Development,1,Medical,2,3,Research Director,2,13757,No,3,3,9,4
No,Travel_Rarely,Sales,3,Medical,3,2,Sales Executive,1,8463,No,3,3,5,1
No,Non-Travel,Research & Development,3,Life Sciences,2,1,Laboratory Technician,3,3162,No,3,3,5,0
No,Travel_Rarely,Research & Development,3,Medical,4,4,Research Director,2,16598,No,3,2,9,8
No,Travel_Rarely,Research & Development,4,Technical Degree,3,2,Healthcare Representative,3,6651,No,3,2,3,1
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,3,2345,No,3,4,3,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,2,3420,No,3,2,5,1
No,Travel_Frequently,Sales,3,Medical,3,2,Sales Executive,1,4373,No,3,3,4,0
No,Travel_Rarely,Sales,3,Other,1,2,Sales Executive,1,4759,No,3,3,13,3
No,Travel_Rarely,Sales,1,Life Sciences,3,2,Sales Executive,3,5301,No,3,2,2,2
No,Travel_Frequently,Research & Development,2,Medical,3,1,Laboratory Technician,4,3673,No,3,3,12,5
No,Travel_Frequently,Sales,5,Marketing,3,2,Sales Executive,3,4768,No,3,2,1,0
No,Non-Travel,Research & Development,3,Technical Degree,3,1,Research Scientist,3,1274,No,3,2,1,0
No,Travel_Rarely,Research & Development,2,Life Sciences,4,2,Research Scientist,3,4900,No,4,2,12,2
No,Travel_Rarely,Research & Development,4,Life Sciences,3,3,Healthcare Representative,2,10466,No,3,3,8,0
No,Travel_Frequently,Research & Development,3,Medical,3,4,Research Director,1,17007,No,3,2,14,6
Yes,Travel_Frequently,Sales,3,Technical Degree,3,1,Sales Representative,3,2909,No,3,4,3,1
Yes,Travel_Frequently,Sales,3,Technical Degree,3,2,Sales Executive,2,5765,No,3,1,5,0
Yes,Travel_Rarely,Sales,4,Medical,2,2,Sales Executive,2,4599,Yes,4,4,15,10
No,Travel_Rarely,Sales,1,Life Sciences,3,1,Sales Representative,3,2404,No,3,3,1,0
Yes,Travel_Frequently,Research & Development,3,Medical,3,1,Laboratory Technician,1,3172,Yes,3,2,0,0
No,Non-Travel,Sales,2,Life Sciences,3,1,Sales Representative,2,2033,No,3,3,1,0
No,Travel_Frequently,Research & Development,1,Medical,3,3,Manufacturing Director,3,10209,Yes,3,2,2,2
No,Travel_Rarely,Sales,3,Life Sciences,2,2,Sales Executive,3,8620,No,3,3,10,0
No,Travel_Rarely,Human Resources,3,Life Sciences,3,1,Human Resources,3,2064,No,4,4,5,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Healthcare Representative,3,4035,Yes,3,3,3,1
No,Travel_Rarely,Research & Development,4,Medical,2,1,Laboratory Technician,2,3838,No,3,3,5,0
No,Travel_Rarely,Sales,3,Medical,3,2,Sales Executive,3,4591,Yes,3,2,5,1
Yes,Travel_Frequently,Research & Development,2,Medical,2,1,Laboratory Technician,1,2561,No,3,2,0,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Research Scientist,3,1563,No,3,1,1,0
No,Travel_Frequently,Sales,3,Life Sciences,3,2,Sales Executive,1,4898,No,3,3,4,1
No,Travel_Rarely,Research & Development,2,Medical,2,2,Laboratory Technician,1,4789,No,4,3,3,1
No,Travel_Frequently,Research & Development,1,Life Sciences,3,1,Laboratory Technician,2,3180,No,3,3,3,0
No,Travel_Rarely,Research & Development,1,Life Sciences,1,2,Manufacturing Director,2,6549,No,3,2,8,1
No,Travel_Rarely,Research & Development,5,Life Sciences,3,2,Healthcare Representative,3,6388,Yes,3,3,0,0
No,Travel_Rarely,Research & Development,3,Medical,3,3,Manager,4,11244,No,4,4,5,0
No,Travel_Frequently,Research & Development,4,Medical,3,4,Manager,4,16032,No,4,3,14,1
Yes,Travel_Rarely,Research & Development,4,Technical Degree,2,1,Research Scientist,1,2362,No,3,1,9,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,4,Research Director,1,16328,No,3,4,20,14
No,Travel_Rarely,Research & Development,3,Life Sciences,3,3,Manufacturing Director,2,8376,No,3,3,2,2
No,Travel_Rarely,Sales,3,Life Sciences,3,4,Manager,2,16606,No,3,4,13,5
No,Travel_Rarely,Research & Development,3,Life Sciences,2,3,Healthcare Representative,2,8606,No,3,1,11,3
No,Travel_Rarely,Research & Development,1,Life Sciences,3,2,Laboratory Technician,3,2272,No,3,3,4,1
Yes,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,1,2018,No,3,1,5,1
